ts_iso,symbol,source,subsource,kind,seq_or_tradeid,px,sz,bid,ask,mid,recv_ts,ws_ts,arrival_ms,note
2025-11-10T14:04:40.198Z,SOLUSDT,ws,ws,1,1703874465,168.71,0.035,,,,0,1762783480042,1762783480198,
2025-11-10T14:04:40.198Z,SOLUSDT,ws,ws,1,1703874466,168.71,0.303,,,,0,1762783480042,1762783480198,
2025-11-10T14:04:40.198Z,SOLUSDT,ws,ws,1,1703874467,168.71,0.032,,,,0,1762783480042,1762783480198,
2025-11-10T14:04:40.198Z,SOLUSDT,ws,ws,1,1703874468,168.71,0.032,,,,0,1762783480042,1762783480198,
2025-11-10T14:04:40.198Z,SOLUSDT,ws,ws,1,1703874469,168.71,1.614,,,,0,1762783480042,1762783480198,
2025-11-10T14:04:40.198Z,SOLUSDT,ws,ws,1,1703874470,168.71,0.032,,,,0,1762783480042,1762783480198,
2025-11-10T14:04:40.198Z,SOLUSDT,ws,ws,1,1703874471,168.71,0.087,,,,0,1762783480042,1762783480198,
2025-11-10T14:04:40.198Z,SOLUSDT,ws,ws,1,1703874472,168.71,2.799,,,,0,1762783480042,1762783480198,
2025-11-10T14:04:40.199Z,SOLUSDT,mmap,./rings/binance_trade_chunk3,1,211058,168.71,16.508,,,,1762783480184,0,1762783480199,
2025-11-10T14:04:40.199Z,SOLUSDT,mmap,./rings/binance_trade_chunk3,1,211059,168.71,0.035,,,,1762783480185,0,1762783480199,
2025-11-10T14:04:40.199Z,SOLUSDT,mmap,./rings/binance_trade_chunk3,1,211060,168.71,0.303,,,,1762783480185,0,1762783480199,
2025-11-10T14:04:40.199Z,SOLUSDT,mmap,./rings/binance_trade_chunk3,1,211061,168.71,0.032,,,,1762783480185,0,1762783480199,
2025-11-10T14:04:40.199Z,SOLUSDT,mmap,./rings/binance_trade_chunk3,1,211062,168.71,0.032,,,,1762783480185,0,1762783480199,
2025-11-10T14:04:40.199Z,SOLUSDT,mmap,./rings/binance_trade_chunk3,1,211063,168.71,1.614,,,,1762783480185,0,1762783480199,
2025-11-10T14:04:40.199Z,SOLUSDT,mmap,./rings/binance_trade_chunk3,1,211064,168.71,0.032,,,,1762783480185,0,1762783480199,
2025-11-10T14:04:40.199Z,SOLUSDT,mmap,./rings/binance_trade_chunk3,1,211065,168.71,0.087,,,,1762783480185,0,1762783480199,
2025-11-10T14:04:40.199Z,SOLUSDT,mmap,./rings/binance_trade_chunk3,1,211066,168.71,2.799,,,,1762783480185,0,1762783480199,
