ws_idx,mmap_idx,ws_id,mmap_id,ws_ts_ms,mmap_ts_ms,dt_ms,ws_px,mmap_px,price_diff,abs_diff
159,21,,1613.0,1761504976855.0,1761504976904.0,49.0,,113647.77,,
160,21,,1613.0,1761504976869.0,1761504976904.0,35.0,,113647.77,,
161,21,,1613.0,1761504976879.0,1761504976904.0,25.0,,113647.77,,
162,21,,1613.0,1761504976879.0,1761504976904.0,25.0,,113647.77,,
163,21,,1613.0,1761504976879.0,1761504976904.0,25.0,,113647.77,,
164,21,,1613.0,1761504976912.0,1761504976904.0,8.0,,113647.77,,
165,21,,1613.0,1761504976914.0,1761504976904.0,10.0,,113647.77,,
167,21,,1613.0,1761504976937.0,1761504976904.0,33.0,,113647.77,,
168,21,,1613.0,1761504976937.0,1761504976904.0,33.0,,113647.77,,
169,21,,1613.0,1761504976953.0,1761504976904.0,49.0,,113647.77,,
170,21,,1613.0,1761504976970.0,1761504976904.0,66.0,,113647.77,,
171,21,,1613.0,1761504976970.0,1761504976904.0,66.0,,113647.77,,
172,21,,1613.0,1761504976972.0,1761504976904.0,68.0,,113647.77,,
173,21,,1613.0,1761504976992.0,1761504976904.0,88.0,,113647.77,,
175,21,,1613.0,1761504976993.0,1761504976904.0,89.0,,113647.77,,
174,21,,1613.0,1761504976993.0,1761504976904.0,89.0,,113647.77,,
176,21,,1613.0,1761504976995.0,1761504976904.0,91.0,,113647.77,,
177,21,,1613.0,1761504976995.0,1761504976904.0,91.0,,113647.77,,
178,21,,1613.0,1761504976995.0,1761504976904.0,91.0,,113647.77,,
179,21,,1613.0,1761504976996.0,1761504976904.0,92.0,,113647.77,,
180,21,,1613.0,1761504976997.0,1761504976904.0,93.0,,113647.77,,
181,21,,1613.0,1761504976997.0,1761504976904.0,93.0,,113647.77,,
182,21,,1613.0,1761504977056.0,1761504976904.0,152.0,,113647.77,,
183,21,,1613.0,1761504977066.0,1761504976904.0,162.0,,113647.77,,
184,22,,1686.0,1761504977081.0,1761504977231.0,150.0,,113647.78,,
185,22,,1686.0,1761504977082.0,1761504977231.0,149.0,,113647.78,,
186,22,,1686.0,1761504977082.0,1761504977231.0,149.0,,113647.78,,
187,22,,1686.0,1761504977083.0,1761504977231.0,148.0,,113647.78,,
188,22,,1686.0,1761504977085.0,1761504977231.0,146.0,,113647.78,,
189,22,,1686.0,1761504977110.0,1761504977231.0,121.0,,113647.78,,
190,22,,1686.0,1761504977111.0,1761504977231.0,120.0,,113647.78,,
201,22,5390928262.0,1686.0,1761504977114.0,1761504977231.0,117.0,113647.78,113647.78,0.0,0.0
191,22,,1686.0,1761504977128.0,1761504977231.0,103.0,,113647.78,,
217,22,5390928263.0,1686.0,1761504977132.0,1761504977231.0,99.0,113647.78,113647.78,0.0,0.0
192,22,,1686.0,1761504977133.0,1761504977231.0,98.0,,113647.78,,
193,22,,1686.0,1761504977147.0,1761504977231.0,84.0,,113647.78,,
194,22,,1686.0,1761504977147.0,1761504977231.0,84.0,,113647.78,,
195,22,,1686.0,1761504977153.0,1761504977231.0,78.0,,113647.78,,
196,22,,1686.0,1761504977169.0,1761504977231.0,62.0,,113647.78,,
220,22,5390928264.0,1686.0,1761504977169.0,1761504977231.0,62.0,113647.78,113647.78,0.0,0.0
197,22,,1686.0,1761504977184.0,1761504977231.0,47.0,,113647.78,,
221,22,5390928265.0,1686.0,1761504977213.0,1761504977231.0,18.0,113647.78,113647.78,0.0,0.0
198,22,,1686.0,1761504977213.0,1761504977231.0,18.0,,113647.78,,
199,22,,1686.0,1761504977214.0,1761504977231.0,17.0,,113647.78,,
200,22,,1686.0,1761504977214.0,1761504977231.0,17.0,,113647.78,,
202,23,,1687.0,1761504977256.0,1761504977250.0,6.0,,113647.78,,
203,23,,1687.0,1761504977256.0,1761504977250.0,6.0,,113647.78,,
204,23,,1687.0,1761504977256.0,1761504977250.0,6.0,,113647.78,,
206,23,,1687.0,1761504977257.0,1761504977250.0,7.0,,113647.78,,
207,23,,1687.0,1761504977257.0,1761504977250.0,7.0,,113647.78,,
205,23,,1687.0,1761504977257.0,1761504977250.0,7.0,,113647.78,,
208,23,,1687.0,1761504977257.0,1761504977250.0,7.0,,113647.78,,
209,23,,1687.0,1761504977258.0,1761504977250.0,8.0,,113647.78,,
210,23,,1687.0,1761504977258.0,1761504977250.0,8.0,,113647.78,,
212,23,,1687.0,1761504977259.0,1761504977250.0,9.0,,113647.78,,
213,23,,1687.0,1761504977259.0,1761504977250.0,9.0,,113647.78,,
214,23,,1687.0,1761504977259.0,1761504977250.0,9.0,,113647.78,,
211,23,,1687.0,1761504977259.0,1761504977250.0,9.0,,113647.78,,
215,23,,1687.0,1761504977260.0,1761504977250.0,10.0,,113647.78,,
216,23,,1687.0,1761504977260.0,1761504977250.0,10.0,,113647.78,,
218,24,,1688.0,1761504977281.0,1761504977289.0,8.0,,113647.78,,
219,25,,1695.0,1761504977317.0,1761504977331.0,14.0,,113647.78,,
222,25,,1695.0,1761504977361.0,1761504977331.0,30.0,,113647.78,,
223,25,,1695.0,1761504977447.0,1761504977331.0,116.0,,113647.78,,
224,25,,1695.0,1761504977458.0,1761504977331.0,127.0,,113647.78,,
225,25,,1695.0,1761504977466.0,1761504977331.0,135.0,,113647.78,,
226,25,,1695.0,1761504977467.0,1761504977331.0,136.0,,113647.78,,
227,25,,1695.0,1761504977468.0,1761504977331.0,137.0,,113647.78,,
228,25,,1695.0,1761504977546.0,1761504977331.0,215.0,,113647.78,,
229,25,,1695.0,1761504977566.0,1761504977331.0,235.0,,113647.78,,
230,25,,1695.0,1761504977678.0,1761504977331.0,347.0,,113647.78,,
231,25,,1695.0,1761504977678.0,1761504977331.0,347.0,,113647.78,,
232,25,,1695.0,1761504977678.0,1761504977331.0,347.0,,113647.78,,
233,25,,1695.0,1761504977678.0,1761504977331.0,347.0,,113647.78,,
237,25,,1695.0,1761504977679.0,1761504977331.0,348.0,,113647.78,,
236,25,,1695.0,1761504977679.0,1761504977331.0,348.0,,113647.78,,
238,25,,1695.0,1761504977679.0,1761504977331.0,348.0,,113647.78,,
234,25,,1695.0,1761504977679.0,1761504977331.0,348.0,,113647.78,,
235,25,,1695.0,1761504977679.0,1761504977331.0,348.0,,113647.78,,
240,26,5390928266.0,1752.0,1761504977935.0,1761504978052.0,117.0,113647.77,113647.77,0.0,0.0
239,26,,1752.0,1761504978068.0,1761504978052.0,16.0,,113647.77,,
241,26,,1752.0,1761504978095.0,1761504978052.0,43.0,,113647.77,,
242,26,,1752.0,1761504978195.0,1761504978052.0,143.0,,113647.77,,
243,26,,1752.0,1761504978196.0,1761504978052.0,144.0,,113647.77,,
244,26,,1752.0,1761504978196.0,1761504978052.0,144.0,,113647.77,,
245,26,,1752.0,1761504978264.0,1761504978052.0,212.0,,113647.77,,
246,26,,1752.0,1761504978376.0,1761504978052.0,324.0,,113647.77,,
247,26,,1752.0,1761504978376.0,1761504978052.0,324.0,,113647.77,,
248,26,,1752.0,1761504978376.0,1761504978052.0,324.0,,113647.77,,
249,27,,1811.0,1761504978505.0,1761504978943.0,438.0,,113647.78,,
250,27,,1811.0,1761504978518.0,1761504978943.0,425.0,,113647.78,,
251,27,,1811.0,1761504978642.0,1761504978943.0,301.0,,113647.78,,
252,27,,1811.0,1761504978642.0,1761504978943.0,301.0,,113647.78,,
253,27,,1811.0,1761504978735.0,1761504978943.0,208.0,,113647.78,,
257,27,5390928267.0,1811.0,1761504978825.0,1761504978943.0,118.0,113647.78,113647.78,0.0,0.0
254,27,,1811.0,1761504978895.0,1761504978943.0,48.0,,113647.78,,
255,27,,1811.0,1761504978932.0,1761504978943.0,11.0,,113647.78,,
256,27,,1811.0,1761504978975.0,1761504978943.0,32.0,,113647.78,,
258,27,,1811.0,1761504978975.0,1761504978943.0,32.0,,113647.78,,
259,27,,1811.0,1761504978975.0,1761504978943.0,32.0,,113647.78,,
260,27,,1811.0,1761504978976.0,1761504978943.0,33.0,,113647.78,,
261,27,,1811.0,1761504978976.0,1761504978943.0,33.0,,113647.78,,
299,27,5390928268.0,1811.0,1761504978988.0,1761504978943.0,45.0,113647.77,113647.78,0.00999999999476131,0.00999999999476131
300,27,5390928269.0,1811.0,1761504979001.0,1761504978943.0,58.0,113647.78,113647.78,0.0,0.0
302,27,5390928270.0,1811.0,1761504979013.0,1761504978943.0,70.0,113647.78,113647.78,0.0,0.0
262,27,,1811.0,1761504979016.0,1761504978943.0,73.0,,113647.78,,
263,27,,1811.0,1761504979022.0,1761504978943.0,79.0,,113647.78,,
264,27,,1811.0,1761504979022.0,1761504978943.0,79.0,,113647.78,,
265,27,,1811.0,1761504979023.0,1761504978943.0,80.0,,113647.78,,
305,27,5390928271.0,1811.0,1761504979025.0,1761504978943.0,82.0,113647.78,113647.78,0.0,0.0
266,27,,1811.0,1761504979042.0,1761504978943.0,99.0,,113647.78,,
267,27,,1811.0,1761504979042.0,1761504978943.0,99.0,,113647.78,,
268,27,,1811.0,1761504979042.0,1761504978943.0,99.0,,113647.78,,
269,27,,1811.0,1761504979043.0,1761504978943.0,100.0,,113647.78,,
270,27,,1811.0,1761504979044.0,1761504978943.0,101.0,,113647.78,,
271,27,,1811.0,1761504979044.0,1761504978943.0,101.0,,113647.78,,
272,27,,1811.0,1761504979044.0,1761504978943.0,101.0,,113647.78,,
273,27,,1811.0,1761504979045.0,1761504978943.0,102.0,,113647.78,,
274,27,,1811.0,1761504979045.0,1761504978943.0,102.0,,113647.78,,
275,27,,1811.0,1761504979047.0,1761504978943.0,104.0,,113647.78,,
278,27,,1811.0,1761504979048.0,1761504978943.0,105.0,,113647.78,,
279,27,,1811.0,1761504979048.0,1761504978943.0,105.0,,113647.78,,
280,27,,1811.0,1761504979048.0,1761504978943.0,105.0,,113647.78,,
277,27,,1811.0,1761504979048.0,1761504978943.0,105.0,,113647.78,,
276,27,,1811.0,1761504979048.0,1761504978943.0,105.0,,113647.78,,
281,27,,1811.0,1761504979049.0,1761504978943.0,106.0,,113647.78,,
282,27,,1811.0,1761504979049.0,1761504978943.0,106.0,,113647.78,,
283,27,,1811.0,1761504979050.0,1761504978943.0,107.0,,113647.78,,
284,27,,1811.0,1761504979050.0,1761504978943.0,107.0,,113647.78,,
285,27,,1811.0,1761504979050.0,1761504978943.0,107.0,,113647.78,,
288,27,,1811.0,1761504979068.0,1761504978943.0,125.0,,113647.78,,
286,27,,1811.0,1761504979068.0,1761504978943.0,125.0,,113647.78,,
287,27,,1811.0,1761504979068.0,1761504978943.0,125.0,,113647.78,,
289,27,,1811.0,1761504979068.0,1761504978943.0,125.0,,113647.78,,
290,27,,1811.0,1761504979070.0,1761504978943.0,127.0,,113647.78,,
291,27,,1811.0,1761504979071.0,1761504978943.0,128.0,,113647.78,,
292,27,,1811.0,1761504979074.0,1761504978943.0,131.0,,113647.78,,
294,28,,1952.0,1761504979085.0,1761504979214.0,129.0,,113647.77,,
293,28,,1952.0,1761504979085.0,1761504979214.0,129.0,,113647.77,,
296,28,,1952.0,1761504979124.0,1761504979214.0,90.0,,113647.77,,
295,28,,1952.0,1761504979124.0,1761504979214.0,90.0,,113647.77,,
297,28,,1952.0,1761504979125.0,1761504979214.0,89.0,,113647.77,,
298,28,,1952.0,1761504979148.0,1761504979214.0,66.0,,113647.77,,
301,28,,1952.0,1761504979150.0,1761504979214.0,64.0,,113647.77,,
303,28,,1952.0,1761504979177.0,1761504979214.0,37.0,,113647.77,,
304,31,,1962.0,1761504979363.0,1761504979216.0,147.0,,113647.78,,
306,31,,1962.0,1761504979366.0,1761504979216.0,150.0,,113647.78,,
307,31,,1962.0,1761504979367.0,1761504979216.0,151.0,,113647.78,,
310,31,,1962.0,1761504979502.0,1761504979216.0,286.0,,113647.78,,
308,31,,1962.0,1761504979502.0,1761504979216.0,286.0,,113647.78,,
309,31,,1962.0,1761504979502.0,1761504979216.0,286.0,,113647.78,,
311,31,,1962.0,1761504979513.0,1761504979216.0,297.0,,113647.78,,
312,31,,1962.0,1761504979618.0,1761504979216.0,402.0,,113647.78,,
313,31,,1962.0,1761504979618.0,1761504979216.0,402.0,,113647.78,,
314,31,,1962.0,1761504979619.0,1761504979216.0,403.0,,113647.78,,
315,31,,1962.0,1761504979619.0,1761504979216.0,403.0,,113647.78,,
316,31,,1962.0,1761504979619.0,1761504979216.0,403.0,,113647.78,,
317,31,,1962.0,1761504979619.0,1761504979216.0,403.0,,113647.78,,
318,31,,1962.0,1761504979667.0,1761504979216.0,451.0,,113647.78,,
321,32,,2007.0,1761504979932.0,1761504980236.0,304.0,,113647.78,,
320,32,,2007.0,1761504979932.0,1761504980236.0,304.0,,113647.78,,
319,32,,2007.0,1761504979932.0,1761504980236.0,304.0,,113647.78,,
322,32,,2007.0,1761504980017.0,1761504980236.0,219.0,,113647.78,,
323,32,,2007.0,1761504980017.0,1761504980236.0,219.0,,113647.78,,
324,32,,2007.0,1761504980017.0,1761504980236.0,219.0,,113647.78,,
325,32,,2007.0,1761504980017.0,1761504980236.0,219.0,,113647.78,,
326,32,,2007.0,1761504980017.0,1761504980236.0,219.0,,113647.78,,
327,32,,2007.0,1761504980017.0,1761504980236.0,219.0,,113647.78,,
328,32,,2007.0,1761504980018.0,1761504980236.0,218.0,,113647.78,,
329,32,,2007.0,1761504980095.0,1761504980236.0,141.0,,113647.78,,
330,32,,2007.0,1761504980099.0,1761504980236.0,137.0,,113647.78,,
331,32,5390928272.0,2007.0,1761504980118.0,1761504980236.0,118.0,113647.78,113647.78,0.0,0.0
332,32,,2007.0,1761504980265.0,1761504980236.0,29.0,,113647.78,,
336,32,,2007.0,1761504980266.0,1761504980236.0,30.0,,113647.78,,
335,32,,2007.0,1761504980266.0,1761504980236.0,30.0,,113647.78,,
337,32,,2007.0,1761504980266.0,1761504980236.0,30.0,,113647.78,,
333,32,,2007.0,1761504980266.0,1761504980236.0,30.0,,113647.78,,
334,32,,2007.0,1761504980266.0,1761504980236.0,30.0,,113647.78,,
338,32,,2007.0,1761504980371.0,1761504980236.0,135.0,,113647.78,,
339,32,,2007.0,1761504980372.0,1761504980236.0,136.0,,113647.78,,
340,32,,2007.0,1761504980372.0,1761504980236.0,136.0,,113647.78,,
341,32,,2007.0,1761504980372.0,1761504980236.0,136.0,,113647.78,,
342,32,,2007.0,1761504980373.0,1761504980236.0,137.0,,113647.78,,
343,33,5390928273.0,2019.0,1761504980492.0,1761504980610.0,118.0,113647.78,113647.78,0.0,0.0
348,33,5390928274.0,2019.0,1761504980587.0,1761504980610.0,23.0,113647.78,113647.78,0.0,0.0
344,34,,2021.0,1761504980659.0,1761504980705.0,46.0,,113647.78,,
345,34,,2021.0,1761504980723.0,1761504980705.0,18.0,,113647.78,,
346,34,,2021.0,1761504980742.0,1761504980705.0,37.0,,113647.78,,
347,34,,2021.0,1761504980743.0,1761504980705.0,38.0,,113647.78,,
349,34,,2021.0,1761504980744.0,1761504980705.0,39.0,,113647.78,,
350,34,,2021.0,1761504980814.0,1761504980705.0,109.0,,113647.78,,
352,35,5390928275.0,2024.0,1761504980825.0,1761504980943.0,118.0,113647.78,113647.78,0.0,0.0
351,35,,2024.0,1761504980983.0,1761504980943.0,40.0,,113647.78,,
360,35,5390928276.0,2024.0,1761504981040.0,1761504980943.0,97.0,113647.77,113647.78,0.00999999999476131,0.00999999999476131
